post,comment
"💰 ACES: Dividen Rp33,5/Saham, Indikasi Yield 4%

Ace Hardware Indonesia ($ACES) akan membagikan dividen tahun buku 2023 sebesar Rp572,9 M atau Rp33,5/saham, setara 75% dividend payout ratio. Cum date di pasar reguler dan negosiasi pada 19 Juni 2024, sementara tanggal pembayaran belum diumumkan. Mengacu harga saham ACES pada perdagangan intraday sesi I hari ini, Jumat (7/6), di level Rp835/lembar, maka indikasi dividend yield adalah 4%.", Kalo dilihat dr sehari2 aga gak mungkin jg laba bisa sampe ratusan M yah ini $ACES orang toko jya gak bgitu rame 😀
$ACES BOB 865,kpn bgi Dividen y
"$ACES
19 Juni Cum Date DIVIDEN 4% .. Ayoo Boroongg Sebelum harga Naiiikkk Tinggii…", Rungkat uda 18%
"$ACES
19 Juni Cum Date DIVIDEN 4% .. Ayoo Boroongg Sebelum harga Naiiikkk Tinggii…",4% kisaran Rp brph per lembar ?
"$ACES
19 Juni Cum Date DIVIDEN 4% .. Ayoo Boroongg Sebelum harga Naiiikkk Tinggii…","33,5/lembar nya"
"$ACES
19 Juni Cum Date DIVIDEN 4% .. Ayoo Boroongg Sebelum harga Naiiikkk Tinggii…",mau naik tinggi keberapa emang?
"DIVIDEN HUNTER

$ACES
Cumdate: 19 Juni 2024 > Rp33.5/lembar
$IPCC
Cumdate: 19 Juni 2024 > Rp62.39/lembar
$KBLM
Cumdate: 20 Juni 2024 > Rp8/lembar
$JTPE
Cumdate: 21 Juni 2024 > Rp6/lembar
$ZYRX
Cumdate: 21 Juni 2024 > Rp3.7/lembar",jelas milih $IPCC
"DIVIDEN HUNTER

$ACES
Cumdate: 19 Juni 2024 > Rp33.5/lembar
$IPCC
Cumdate: 19 Juni 2024 > Rp62.39/lembar
$KBLM
Cumdate: 20 Juni 2024 > Rp8/lembar
$JTPE
Cumdate: 21 Juni 2024 > Rp6/lembar
$ZYRX
Cumdate: 21 Juni 2024 > Rp3.7/lembar",potensi dividen yieldnya 9% ya.
"DIVIDEN HUNTER

$ACES
Cumdate: 19 Juni 2024 > Rp33.5/lembar
$IPCC
Cumdate: 19 Juni 2024 > Rp62.39/lembar
$KBLM
Cumdate: 20 Juni 2024 > Rp8/lembar
$JTPE
Cumdate: 21 Juni 2024 > Rp6/lembar
$ZYRX
Cumdate: 21 Juni 2024 > Rp3.7/lembar", plus buy back 116m $IPCC
"ACES menuju target
Target 995

$ACES",masa sih? 🙃
$ACES hold menuju 950,iya 2 tahun lagi 😅
 $ACES ini jual saham treasury kah?, jual ke siapa?
 $ACES ini jual saham treasury kah?," kalo baca2 report analyst kinerja 2023, emg katanya ACES ini mau naikin free float ke 40% biar dapat insentif pengurangan PPh Badan. Kirain treasury yg dijual, ternyata PSP buang barang. wkwkwk"
$ACES woe gk bsa jual anjg udh pasang sl eror gmn si,"ada gap gan, makanya ga kena"
"$BBRI $BBNI $BMRI ketiganya membentuk higher low, dimarkup bwt diturunin lbh dalam lg, mending ketiganya nunggu dibawah 4000 aja",Oh iya kah xixixixi
"$BBRI $BBNI $BMRI ketiganya membentuk higher low, dimarkup bwt diturunin lbh dalam lg, mending ketiganya nunggu dibawah 4000 aja", lot kecil banyak bacot
$BMRI $BBNI $BBRI closing nanti iep nya jngan kempes yak,msh harap cemass
"$BMRI iep banting yg dlm, udah antri dibawah buat nambah muatan", nyinyinyinyi
"$BMRI iep banting yg dlm, udah antri dibawah buat nambah muatan",gt aja terus sampek sukses
"$BMRI iep banting yg dlm, udah antri dibawah buat nambah muatan", $BMRI dah keluarkah LK nya?
$BMRI $BBNI Apakah bandar asing udah mulai masuk big bank lagi? Apakah ini udah uptrend dari perbankan big 4?," belum tentu, brkl cm.trik bandar...dinaikin, besok dibanting lg lbh dlm hahaha"
$BMRI $BBNI Apakah bandar asing udah mulai masuk big bank lagi? Apakah ini udah uptrend dari perbankan big 4?,"kalau dibanting, kita order lagi lah"
"Kepala Otoritas IKN mengundurkan diri.... tentu ini tanda tanya besar... Apakah ini signal suram nya IKN???? yang pasti lupakan persahaman dulu,, jaga mental kalian gaes.. .. $BBRI $BMRI $BBCA $IHSG .. kalian jangan fomo kalau saham naik. semua hanya sesaat .. uda waktunya berdoa buat Indonesia... semiga PDIP oposisi,, dan bongkar semua korupsi di IKN dan dimana2.. gas indonesia perang politik guna menghancurkan otoritarian.. menghancurkan pemerintahaan yang semena2",Link berita dong
"Kepala Otoritas IKN mengundurkan diri.... tentu ini tanda tanya besar... Apakah ini signal suram nya IKN???? yang pasti lupakan persahaman dulu,, jaga mental kalian gaes.. .. $BBRI $BMRI $BBCA $IHSG .. kalian jangan fomo kalau saham naik. semua hanya sesaat .. uda waktunya berdoa buat Indonesia... semiga PDIP oposisi,, dan bongkar semua korupsi di IKN dan dimana2.. gas indonesia perang politik guna menghancurkan otoritarian.. menghancurkan pemerintahaan yang semena2", Stres anda
"Kepala Otoritas IKN mengundurkan diri.... tentu ini tanda tanya besar... Apakah ini signal suram nya IKN???? yang pasti lupakan persahaman dulu,, jaga mental kalian gaes.. .. $BBRI $BMRI $BBCA $IHSG .. kalian jangan fomo kalau saham naik. semua hanya sesaat .. uda waktunya berdoa buat Indonesia... semiga PDIP oposisi,, dan bongkar semua korupsi di IKN dan dimana2.. gas indonesia perang politik guna menghancurkan otoritarian.. menghancurkan pemerintahaan yang semena2",anak monyet
"$BMRI

sesuai namanya. MANDIRI !
menolak untuk diturunkan asing

haloooo bule ini bank orang indonesia ya ! 6000 adalah garis kita ! MERDEKA

ps : bukan ajakan buat ngecek harga group merdeka tambang ya, yang belum release laporan Q1 btw, dan sudah bikin orang deg2an gak keruan, merdekaaaaa cepetannnn release jangan malessss", siapa kita ??!!! 🇮🇩🇮🇩🇮🇩 
"$BMRI

sesuai namanya. MANDIRI !
menolak untuk diturunkan asing

haloooo bule ini bank orang indonesia ya ! 6000 adalah garis kita ! MERDEKA

ps : bukan ajakan buat ngecek harga group merdeka tambang ya, yang belum release laporan Q1 btw, dan sudah bikin orang deg2an gak keruan, merdekaaaaa cepetannnn release jangan malessss",awas rebound sementara...saya masih tunggu di 5300
"Bulan depan, target mau beli saham $BBCA, $BMRI, dan $BBRI. Kira-kira gimana ya?

Ada yang mau kasih saran soal saham-saham yang aku pilih?
Ada insight ga ya?

Kalau insight dari saya sih, ini

BBCA
Kinerja Kuat Q1 2024: Laba bersih tumbuh 14,3% YoY menjadi Rp 9,88 triliun, didorong oleh pertumbuhan bisnis kredit dan fee.
Ekspansi Bisnis Digital: BCA terus mengembangkan layanan digitalnya, seperti BCA Mobile dan Solitaire, untuk meningkatkan penetrasi pasar dan pendapatan non-bunga.
Target Pertumbuhan Kredit Ambisius: BCA menargetkan pertumbuhan kredit 11%-12% di tahun 2024, didukung oleh prospek ekonomi Indonesia yang positif.

BMRI
Laba Bersih Tumbuh Kokoh: Laba bersih Q1 2024 Bank Mandiri naik 11,2% YoY menjadi Rp 4,6 triliun, ditopang oleh pertumbuhan kredit dan CASA (Current Accounts, Savings Accounts).
Fokus pada Kredit UMKM: Bank Mandiri fokus pada penyaluran kredit ke sektor UMKM yang memiliki potensi pertumbuhan tinggi.
Digitalisasi yang Agresif: Bank Mandiri terus mempercepat digitalisasi untuk meningkatkan efisiensi dan layanan nasabah.

BBRI
Raksasa Kredit UMKM: BBRI merupakan bank dengan penyaluran kredit UMKM terbesar di Indonesia, dengan portofolio kredit UMKM mencapai Rp 485 triliun per Maret 2024.
Laba Bersih Stabil: Laba bersih BBRI di Q1 2024 relatif stabil dibandingkan periode sebelumnya, di level Rp 8,1 triliun.
Peluang Pertumbuhan dari KUR: BBRI memiliki peluang besar untuk meningkatkan laba dari penyaluran Kredit Usaha Rakyat (KUR).",BMRI tumbuh 11% darimana lae?
"Bulan depan, target mau beli saham $BBCA, $BMRI, dan $BBRI. Kira-kira gimana ya?

Ada yang mau kasih saran soal saham-saham yang aku pilih?
Ada insight ga ya?

Kalau insight dari saya sih, ini

BBCA
Kinerja Kuat Q1 2024: Laba bersih tumbuh 14,3% YoY menjadi Rp 9,88 triliun, didorong oleh pertumbuhan bisnis kredit dan fee.
Ekspansi Bisnis Digital: BCA terus mengembangkan layanan digitalnya, seperti BCA Mobile dan Solitaire, untuk meningkatkan penetrasi pasar dan pendapatan non-bunga.
Target Pertumbuhan Kredit Ambisius: BCA menargetkan pertumbuhan kredit 11%-12% di tahun 2024, didukung oleh prospek ekonomi Indonesia yang positif.

BMRI
Laba Bersih Tumbuh Kokoh: Laba bersih Q1 2024 Bank Mandiri naik 11,2% YoY menjadi Rp 4,6 triliun, ditopang oleh pertumbuhan kredit dan CASA (Current Accounts, Savings Accounts).
Fokus pada Kredit UMKM: Bank Mandiri fokus pada penyaluran kredit ke sektor UMKM yang memiliki potensi pertumbuhan tinggi.
Digitalisasi yang Agresif: Bank Mandiri terus mempercepat digitalisasi untuk meningkatkan efisiensi dan layanan nasabah.

BBRI
Raksasa Kredit UMKM: BBRI merupakan bank dengan penyaluran kredit UMKM terbesar di Indonesia, dengan portofolio kredit UMKM mencapai Rp 485 triliun per Maret 2024.
Laba Bersih Stabil: Laba bersih BBRI di Q1 2024 relatif stabil dibandingkan periode sebelumnya, di level Rp 8,1 triliun.
Peluang Pertumbuhan dari KUR: BBRI memiliki peluang besar untuk meningkatkan laba dari penyaluran Kredit Usaha Rakyat (KUR).", Bagus smua beli aja take profit max 2 tahun stlah beli 🔥
"Bulan depan, target mau beli saham $BBCA, $BMRI, dan $BBRI. Kira-kira gimana ya?

Ada yang mau kasih saran soal saham-saham yang aku pilih?
Ada insight ga ya?

Kalau insight dari saya sih, ini

BBCA
Kinerja Kuat Q1 2024: Laba bersih tumbuh 14,3% YoY menjadi Rp 9,88 triliun, didorong oleh pertumbuhan bisnis kredit dan fee.
Ekspansi Bisnis Digital: BCA terus mengembangkan layanan digitalnya, seperti BCA Mobile dan Solitaire, untuk meningkatkan penetrasi pasar dan pendapatan non-bunga.
Target Pertumbuhan Kredit Ambisius: BCA menargetkan pertumbuhan kredit 11%-12% di tahun 2024, didukung oleh prospek ekonomi Indonesia yang positif.

BMRI
Laba Bersih Tumbuh Kokoh: Laba bersih Q1 2024 Bank Mandiri naik 11,2% YoY menjadi Rp 4,6 triliun, ditopang oleh pertumbuhan kredit dan CASA (Current Accounts, Savings Accounts).
Fokus pada Kredit UMKM: Bank Mandiri fokus pada penyaluran kredit ke sektor UMKM yang memiliki potensi pertumbuhan tinggi.
Digitalisasi yang Agresif: Bank Mandiri terus mempercepat digitalisasi untuk meningkatkan efisiensi dan layanan nasabah.

BBRI
Raksasa Kredit UMKM: BBRI merupakan bank dengan penyaluran kredit UMKM terbesar di Indonesia, dengan portofolio kredit UMKM mencapai Rp 485 triliun per Maret 2024.
Laba Bersih Stabil: Laba bersih BBRI di Q1 2024 relatif stabil dibandingkan periode sebelumnya, di level Rp 8,1 triliun.
Peluang Pertumbuhan dari KUR: BBRI memiliki peluang besar untuk meningkatkan laba dari penyaluran Kredit Usaha Rakyat (KUR)."," kemarin dirut BBCA beli di 9000, direktur BMRI beli di 6000."
" nanti pas sudah cut rate canada +europe..
pada fomo deh beli $BBRI $BMRI $BBNI", habis CL terbitlah Terbang wkwk
" nanti pas sudah cut rate canada +europe..
pada fomo deh beli $BBRI $BMRI $BBNI",om infonya itu dari mana saya mau baca baca juga hehe
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣",Sell waktu ATH lah
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣","Smua trgntung kondisi, manset manset sprti ini spa yg ciptakan, yaa tdk lain tdk bukan market maker, supaya bursa brjalan dinamis, tdk statis😅✌️"
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣", lah ya emang sell in may makanya harganya turun 😅 beli nya nanti kalau udah murah lagi.. makanya awal bulan juni membaik karna uang udah mulai masuk lagi
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣",yakin kak ??? abis ini suku bunga naik lg kan ya
"🏦 Bank Mandiri Beri Pinjaman Rp 2 Triliun

Emiten telekomunikasi milik orang terkaya Indonesia, PT Sarana Menara Nusantara Tbk (TOWR) mengumumkan, melalui entitas usahanya mendapat fasilitas kredit dari Bank Mandiri senilai Rp 2 Triliun.", BmRI to the moon
"🏦 Bank Mandiri Beri Pinjaman Rp 2 Triliun

Emiten telekomunikasi milik orang terkaya Indonesia, PT Sarana Menara Nusantara Tbk (TOWR) mengumumkan, melalui entitas usahanya mendapat fasilitas kredit dari Bank Mandiri senilai Rp 2 Triliun.",klu terancam starlink mestinya ga bakalan lagi nambah beban hutang
"🏦 Bank Mandiri Beri Pinjaman Rp 2 Triliun

Emiten telekomunikasi milik orang terkaya Indonesia, PT Sarana Menara Nusantara Tbk (TOWR) mengumumkan, melalui entitas usahanya mendapat fasilitas kredit dari Bank Mandiri senilai Rp 2 Triliun.", turun lah Gilak aja
"$BBTN 1210
$BBCA 9125
$BMRI... Hecmm lagi cari wangsit dlu",halo dukun
"$BBRI mmg kualitas nya seperti ini ya, harga $BBNI 2x harga bri, dan harga $BMRI 3x harga bri", kualitas dilihat dari laba bro bukan market cap wkwkwkwkww
"$BBRI mmg kualitas nya seperti ini ya, harga $BBNI 2x harga bri, dan harga $BMRI 3x harga bri", minimal lihat total jumlah saham yg beredarlah 🗿
"$BBRI mmg kualitas nya seperti ini ya, harga $BBNI 2x harga bri, dan harga $BMRI 3x harga bri","komprehensif tidak hanya laba, masih banyak bro."
"$BBRI mmg kualitas nya seperti ini ya, harga $BBNI 2x harga bri, dan harga $BMRI 3x harga bri","nah itu tau, knapa liat dari marketcap"
"$BBRI mmg kualitas nya seperti ini ya, harga $BBNI 2x harga bri, dan harga $BMRI 3x harga bri", anda salah tag orang 🗿
"$BBRI mmg kualitas nya seperti ini ya, harga $BBNI 2x harga bri, dan harga $BMRI 3x harga bri","ya gimana? saham di masyrakat lebih bnyk drpd bni plus asing juga pada cabut. gimana cara naikinnya? udah naik, ntar dijual ritel ya turun lagi"
$BMRI Secara teknikal ada potensi hidden bearish divergence pada chart daily.,pala bapak kau bearish
$BMRI Secara teknikal ada potensi hidden bearish divergence pada chart daily., teknikal itu apa? wkwkkwkwkw penjudi emng suka aneh aneh analisanya
$BMRI Secara teknikal ada potensi hidden bearish divergence pada chart daily.,"bentar lagi bakal ada kerja sama Mandiri dengan salah satu ecosystem besar, jadi harudnya sentimen positive guys"
$BMRI Secara teknikal ada potensi hidden bearish divergence pada chart daily.,Mode garis gitu ngga selalu akurat. karena elu ngga bakal tau ada pembalikan arah karena sentimen positif/negatif. #PakarIchimoko
"$BBRI $BMRI $BBCA $PTBA $BREN
Kalin pernah denger ga sih tentang judi slot yang lagi hype 2-3 tahun belakangan ?
Jujur ini udah menjadi keresahan gua juga, sebagai investor dan trader di pasar modal. Mirisnya di 3 bulan pertama 2024 perputaran uang judi online sudah mencapai Rp 100 triliun dan uang tersebut mengalir keluar negeri tanpa ada keuntungan untuk indonesia.

Secara definisi
Judi adalah adalah permainan dimana pemain bertaruh untuk memilih satu pilihan diantara beberapa pilihan di mana hanya satu pilihan saja yang benar dan pemenang memperoleh keuntungan dari yang kalah.

Trading adalah bentuk investasi keuangan yang bersifat aktif, dimana pemodal turut melakukan transaksi jual dan beli didalam pasar. Selain itu trading/ investasi saham memperjual belikan kepemilikan saham suatu perusahaan yang jelas.

Faktanya judi online ini sudah diatur oleh bandarnya karena peluang keberhasilan judi online (slot) yaitu 1: 5rb-34jt. Dengan peluang sekecil ini logika mana pun tidak mungkin bisa profit konsisten apalagi menjadi usaha sampingan.

Bayangkan jika uang tersebut diinvestasikan pada saham blucehip seperti BBCA, BBRI, BMRI, PTBA atau ITMG. Maka bisa mendorong nilai investasi di Indonesia dan kalian bisa mendapatkan rata-rata keuntungan 12-15%/ tahun

Menurut kalian ada ga sih solusi yang bisa ngatasin masalah ini di Indonesia. Mengingat perputaran uang judi online ini semakin meningkat tahun ke tahun ?",")kalo saya sekarang kalau mau judi sekalian aja masukin bitcoin, ada peluang return nya masih"
"$BBRI $BMRI $BBCA $PTBA $BREN
Kalin pernah denger ga sih tentang judi slot yang lagi hype 2-3 tahun belakangan ?
Jujur ini udah menjadi keresahan gua juga, sebagai investor dan trader di pasar modal. Mirisnya di 3 bulan pertama 2024 perputaran uang judi online sudah mencapai Rp 100 triliun dan uang tersebut mengalir keluar negeri tanpa ada keuntungan untuk indonesia.

Secara definisi
Judi adalah adalah permainan dimana pemain bertaruh untuk memilih satu pilihan diantara beberapa pilihan di mana hanya satu pilihan saja yang benar dan pemenang memperoleh keuntungan dari yang kalah.

Trading adalah bentuk investasi keuangan yang bersifat aktif, dimana pemodal turut melakukan transaksi jual dan beli didalam pasar. Selain itu trading/ investasi saham memperjual belikan kepemilikan saham suatu perusahaan yang jelas.

Faktanya judi online ini sudah diatur oleh bandarnya karena peluang keberhasilan judi online (slot) yaitu 1: 5rb-34jt. Dengan peluang sekecil ini logika mana pun tidak mungkin bisa profit konsisten apalagi menjadi usaha sampingan.

Bayangkan jika uang tersebut diinvestasikan pada saham blucehip seperti BBCA, BBRI, BMRI, PTBA atau ITMG. Maka bisa mendorong nilai investasi di Indonesia dan kalian bisa mendapatkan rata-rata keuntungan 12-15%/ tahun

Menurut kalian ada ga sih solusi yang bisa ngatasin masalah ini di Indonesia. Mengingat perputaran uang judi online ini semakin meningkat tahun ke tahun ?",ya sosialisasi dari sejak dini yg namanya investasi bukan tabung aja. dan di gencarkan dari SMA tentang makro dan mikro ekonomi (walaupun udah ada tpi tetep belum kena ke siswanya
"$BBRI $BMRI $BBCA $PTBA $BREN
Kalin pernah denger ga sih tentang judi slot yang lagi hype 2-3 tahun belakangan ?
Jujur ini udah menjadi keresahan gua juga, sebagai investor dan trader di pasar modal. Mirisnya di 3 bulan pertama 2024 perputaran uang judi online sudah mencapai Rp 100 triliun dan uang tersebut mengalir keluar negeri tanpa ada keuntungan untuk indonesia.

Secara definisi
Judi adalah adalah permainan dimana pemain bertaruh untuk memilih satu pilihan diantara beberapa pilihan di mana hanya satu pilihan saja yang benar dan pemenang memperoleh keuntungan dari yang kalah.

Trading adalah bentuk investasi keuangan yang bersifat aktif, dimana pemodal turut melakukan transaksi jual dan beli didalam pasar. Selain itu trading/ investasi saham memperjual belikan kepemilikan saham suatu perusahaan yang jelas.

Faktanya judi online ini sudah diatur oleh bandarnya karena peluang keberhasilan judi online (slot) yaitu 1: 5rb-34jt. Dengan peluang sekecil ini logika mana pun tidak mungkin bisa profit konsisten apalagi menjadi usaha sampingan.

Bayangkan jika uang tersebut diinvestasikan pada saham blucehip seperti BBCA, BBRI, BMRI, PTBA atau ITMG. Maka bisa mendorong nilai investasi di Indonesia dan kalian bisa mendapatkan rata-rata keuntungan 12-15%/ tahun

Menurut kalian ada ga sih solusi yang bisa ngatasin masalah ini di Indonesia. Mengingat perputaran uang judi online ini semakin meningkat tahun ke tahun ?", judi slot itu adalah penipuan berkedok judi. lu nggak mungkin menang lawan mesin yg memang dirancang user nya pasti kalah. mau memberantas slot online atau penipuan berkedok judi tapi tidak siap mati??? mampi lah mirip seperti melawan korupsi tapi tidak berani mati untuk melawan nya sama aja bohong lah.
